id,review_scores_rating,review_scores_accuracy,review_scores_cleanliness
8635973,86,9,9
4778343,88,9,9
8255072,96,10,9
9013556,40,6,2
10881879,,,
15075530,98,10,10
2333058,91,9,9
654279,99,10,10
12275528,81,9,8
17534666,85,9,9
2263794,100,10,10
14386727,96,10,9
12011193,80,9,8
1069167,92,9,9
14282647,,,
14043110,98,10,10
9114249,,,
782126,93,9,9
12110830,90,9,10
6974259,,,
11659966,87,9,8
1887206,95,10,10
13774014,96,10,10
14991011,76,9,9
7514742,98,10,10
11724899,94,10,10
14422371,93,9,9
714955,91,9,9
7038579,92,10,9
12870849,97,10,10
14362580,,,
4974497,100,10,10
15525769,99,10,10
10023104,96,10,9
13769493,97,9,9
4215907,94,10,10
9034987,88,9,10
17026814,94,10,10
14049725,100,10,10
8102262,96,10,10
10930490,97,10,10
15999214,70,8,8
2105299,,,
14220594,98,10,10
15179182,99,10,10
678453,87,9,9
203621,87,9,9
5217164,91,10,10
13563032,,,
5970639,97,10,10
5218022,96,10,10
11571063,91,9,10
6872214,93,9,9
1759587,94,10,10
7788844,93,10,10
8277718,96,10,10
16651781,100,10,10
13138137,87,9,9
4068598,95,10,10
17943101,,,
9064139,,,
18004070,,,
6087712,86,9,9
15990158,100,10,10
4216441,89,9,9
11572744,91,9,9
4526608,94,10,10
15647825,80,8,9
14125226,84,9,8
16322853,87,9,9
3372859,100,9,10
14341301,97,10,10
14521520,,,
5195874,,,
16667594,,,
9278319,,,
8868599,96,10,10
13979807,95,10,10
13749078,94,10,9
3689368,92,9,9
4962043,95,9,9
5194680,,,
10961847,100,10,10
17478285,97,10,10
11759260,84,9,9
4408592,48,6,6
17318320,,,
14991559,86,9,8
10830019,,,
14762154,,,
14992192,83,9,8
12043004,93,9,10
8155586,98,10,10
10117951,90,10,8
8011115,94,10,10
3981270,90,9,10
7922690,98,10,10
14179246,94,10,10
10565614,100,10,9
15939487,89,8,10
8048653,98,10,10
15843007,98,10,10
46843,95,9,9
15343159,96,10,10
10840082,,,
6991935,93,10,10
10657085,,,
12561809,,,
16297659,100,10,10
8055632,97,10,10
11620,92,9,8
10070425,88,9,9
10070413,91,9,9
6145605,89,10,9
11047057,,,
311259,97,10,10
17270158,,,
4855686,92,10,9
13736000,96,10,10
1925206,94,10,10
702635,98,10,10
8210662,97,10,10
10070760,94,9,9
13845578,96,10,10
11042981,,,
12288524,95,9,10
11306396,83,9,8
12323043,94,10,9
14205598,96,10,10
10070717,93,9,9
15471150,,,
4785521,92,9,10
7871076,,,
455588,97,9,9
3896205,93,10,10
10565104,95,10,9
291697,85,9,8
3672198,96,10,9
7680800,86,9,9
4280408,89,9,9
13464781,100,10,10
14054264,96,10,10
16381134,98,10,10
12429503,,,
4387067,98,10,10
1388804,,,
1184470,,,
11228828,100,10,10
10563752,,,
4565015,,,
1110787,92,10,9
1864454,99,10,10
2503408,99,10,10
17461924,100,10,10
16301860,,,
16252630,,,
17120944,,,
14712433,100,10,10
4439461,98,10,10
9256418,100,10,9
8989344,98,10,10
10682225,,,
6974480,97,10,10
1260844,,,
10878514,,,
7011305,,,
13155557,,,
13263750,96,9,9
17978574,,,
1931459,98,10,10
850106,,,
96383,94,10,9
10926089,,,
2636716,80,9,8
13573956,,,
4422501,100,10,10
5782032,98,10,10
4979211,100,10,9
16464392,,,
12728027,94,10,10
10435323,,,
12368621,88,10,10
17791724,,,
4061282,100,10,10
16478812,100,10,10
11435584,100,10,10
9256506,100,10,10
12253023,,,
15605267,,,
6542208,100,10,10
10630132,,,
1183672,100,10,10
13885045,20,2,2
314248,95,9,9
1821543,100,10,10
7227605,96,9,10
17501014,,,
5013816,99,10,10
14930329,,,
17141516,,,
4296407,,,
3755730,85,9,9
671643,96,10,9
1920661,,,
13389922,,,
12427868,90,8,10
10882582,94,10,10
14237954,,,
144978,93,10,9
4554977,98,10,10
17384873,,,
8130298,,,
14485051,96,10,10
13715857,100,10,10
15830044,,,
6900746,100,9,9
13725772,80,10,8
10137551,94,10,9
2257205,84,9,8
9580380,92,10,10
10989352,,,
10317593,,,
1438504,93,10,10
159273,88,9,9
12234236,100,10,9
5615061,100,10,10
10579388,,,
11087273,,,
9956748,,,
8203348,89,9,9
4402199,99,10,10
10923708,,,
6596859,95,10,10
10684359,,,
8775500,90,10,10
16870312,100,10,10
8760141,80,9,7
13577029,100,10,10
10792245,100,10,10
1273037,99,10,10
5172404,,,
16689798,98,10,10
6705601,98,10,10
15084163,90,9,10
13265498,100,10,10
15100472,80,8,10
11992133,83,9,8
5859735,,,
11010943,,,
15067182,100,10,10
1845276,93,10,10
17432227,87,9,8
11085555,90,10,8
1206622,88,9,9
5327231,,,
12953897,100,10,10
5269787,92,10,9
11065185,,,
14250202,,,
12985543,100,10,10
4155352,94,9,10
9316306,97,9,9
15968174,,,
1703662,99,10,10
9826455,,,
154715,96,10,9
4622981,100,10,10
13788581,100,10,10
2172308,97,9,10
10199931,,,
6988437,100,,
8473183,97,10,10
1368654,98,10,10
3532347,90,9,9
7840831,97,10,10
8987674,100,10,10
15770116,100,10,10
51773,92,10,9
8741287,,,
2515717,,,
2105714,100,10,10
5284221,,,
10085129,100,10,10
14803694,97,10,10
8222493,,,
10592499,96,10,9
8015910,,,
10887347,,,
10707035,,,
1352111,99,10,10
3186641,94,9,9
4022209,89,9,9
4824504,95,10,10
9837993,100,10,10
10268558,,,
56621,92,9,8
10853631,60,4,8
14195736,,,
13769730,100,10,8
14184266,100,10,10
12401310,100,10,10
9752553,100,10,10
7528301,100,10,10
902453,95,10,9
2846662,,,
10509841,96,10,9
2710372,95,10,10
932481,98,10,10
10968274,,,
13489958,,,
9180885,93,9,10
4052680,,,
10786488,,,
17094099,100,10,8
2448356,96,10,10
54634,92,9,9
7851294,100,10,10
8673679,,,
9705777,90,9,8
219438,,,
596042,96,10,9
3889219,95,9,9
14571580,93,10,9
10803140,,,
7809420,100,10,10
8034806,,,
14694615,,,
9998974,100,10,10
7227910,98,10,10
17668313,100,10,9
630199,95,10,10
218567,96,10,10
10768917,95,10,10
168263,97,9,10
6526129,80,10,6
11064385,,,
16900951,100,9,10
1095355,97,10,9
9065415,95,10,10
1525823,96,10,9
9551370,94,9,9
10883271,,,
544188,96,10,10
10752160,98,10,10
10106701,94,10,10
17905042,,,
9109508,100,10,10
7111782,100,10,10
1868880,98,10,10
6326133,99,10,10
837490,93,10,9
13190103,90,9,9
5338610,95,9,9
9096011,100,10,10
4538989,,,
7329206,100,10,10
9737647,,,
8864274,98,10,9
2060136,,,
12388279,90,10,10
5480795,90,9,9
1525137,96,10,10
8650354,90,10,8
10732878,89,10,10
13436195,91,10,9
6702364,,,
3850649,100,10,9
10862977,90,10,10
6195934,97,10,10
3047702,80,8,10
16417011,100,10,10
17497933,100,10,10
690872,,,
12589159,90,9,7
2863457,100,10,10
12266452,,,
13171740,,,
15301909,53,5,7
7175371,100,10,10
1439445,96,10,9
1209893,100,10,10
7983070,97,10,10
371595,96,10,10
6006768,99,10,10
10970821,,,
3802735,100,10,10
40138,97,10,10
15305339,100,10,10
16621667,100,10,10
6970746,98,10,10
17702062,100,10,10
2628247,92,10,9
11163409,100,10,10
38607,96,10,10
10865972,,,
10990593,100,8,10
16439853,,,
11326769,94,10,9
7663186,100,10,10
4264485,100,10,10
17240376,100,10,10
3309928,96,10,10
5919500,99,10,10
1707486,100,10,10
9978975,,,
10945113,,,
3310076,96,10,10
5685769,,,
6439302,100,10,10
3769088,100,10,9
3310267,94,10,9
3304131,94,10,10
7856089,,,
2343772,86,9,9
10766524,,,
11437331,,,
10900188,,,
8277136,100,10,10
13187104,,,
17993344,,,
9653073,,,
16769052,,,
2417349,,,
10544305,60,6,6
11023949,,,
8034148,,,
17953754,,,
14136246,75,8,9
15941107,80,10,6
16741273,90,10,9
9941903,,,
10039897,96,10,10
1747195,97,10,10
10434073,94,10,10
1783301,96,10,10
1997774,76,8,8
11681541,100,10,10
17093436,100,10,10
13625049,98,10,10
6910758,97,10,10
6370117,,,
16806706,94,10,10
16003867,96,9,10
1847756,87,9,9
3486122,94,9,10
15678875,,,
17560807,100,10,9
1733177,97,10,10
15987904,,,
4125848,100,10,10
10810494,,,
14136445,80,9,10
15774844,91,9,9
7156847,,,
1995873,76,8,8
1979461,100,10,10
17478712,,,
14128375,74,8,9
13210201,,,
16544118,74,8,10
242008,94,10,10
17559904,,,
16986349,90,8,10
10878643,96,10,10
13961424,,,
12137181,,,
606555,99,10,10
8144992,94,9,9
14040855,98,10,10
12459614,90,10,8
16769023,,,
12467986,,,
10747642,,,
3355288,95,9,10
8647310,86,9,8
14139082,77,9,9
8355518,93,10,9
4759498,,,
1080980,98,10,10
8306266,100,10,10
13712952,80,8,6
15990699,,,
14234871,82,9,10
835012,98,10,10
10996390,87,9,8
16220152,100,10,10
851889,100,10,10
11124548,88,8,7
9158445,100,10,10
9116915,,,
8760949,97,9,10
15711552,88,9,9
12205354,90,9,9
17703557,100,10,10
17120417,100,10,10
10599538,91,9,9
15717561,100,10,10
15842422,100,10,10
12811308,87,9,10
6437918,95,10,10
16497710,92,10,9
17260365,93,10,9
16546764,73,10,9
16268238,,,
17267072,,,
12974438,67,7,7
15038797,93,9,10
15990648,,,
1225319,81,8,9
9776467,100,10,10
9910559,100,10,10
14826774,98,10,10
2702606,,,
1850609,90,10,10
4111549,92,9,9
2488520,99,10,10
3406006,90,9,10
16070696,100,10,10
16381928,100,10,10
12777409,91,10,9
16087997,87,9,9
7309811,100,10,10
17464202,100,10,10
1276744,91,10,9
16284479,90,10,8
1807493,93,10,9
17703532,,,
15311518,100,10,10
10139575,,,
16206151,90,9,9
472901,97,10,10
16201441,,,
7665362,98,10,10
12134687,,,
7337646,71,8,8
17894998,100,10,10
17501822,100,10,10
8256165,,,
10500754,94,10,9
15857805,98,10,10
17560599,100,10,10
7011937,80,9,5
11531732,100,10,10
10417611,,,
8926626,95,10,10
17331600,95,10,10
17790350,,,
8713608,,,
9189214,,,
14139335,76,9,9
7441129,,,
882424,97,10,10
17978332,,,
882409,95,10,10
14268189,98,10,10
1140208,93,9,10
11282657,100,10,10
17882017,100,10,10
8352783,90,10,9
10728455,,,
6140911,73,9,7
1755304,85,8,9
12537957,,,
11849702,,,
10734507,,,
10472346,,,
4720851,100,10,10
10522495,93,10,9
1970050,96,10,10
9128820,80,10,9
728486,97,10,10
3116919,89,10,9
16242493,96,10,10
14996410,93,10,10
17434836,,,
11260839,83,9,9
7663003,96,10,10
11555243,,,
14732061,100,10,10
14913899,100,10,10
5934904,100,10,10
14225205,98,10,10
2592518,99,10,10
14323474,88,9,9
7180020,100,10,10
12946190,,,
15772967,,,
10590158,100,10,10
16289487,80,9,7
11947710,100,10,9
7655099,,,
626349,95,10,10
17811486,,,
14632987,95,10,10
17154668,100,10,10
17436294,100,10,10
10436163,86,9,9
11041752,,,
444411,97,10,10
13226038,100,10,10
17860586,,,
10702874,,,
8882147,100,10,10
14000462,79,9,9
17222602,100,10,10
14241328,80,10,8
15025842,98,10,10
17094574,,,
17925808,,,
14501533,80,8,7
10749587,,,
16601458,94,10,9
3355334,100,10,10
11023980,,,
117955,94,10,10
12569788,,,
14128744,87,9,9
7698019,95,10,9
10996847,,,
9882716,97,10,10
14716013,,,
10126934,100,10,10
13392635,,,
508542,88,9,8
10931258,,,
15193944,98,10,10
14717626,91,10,9
10809412,,,
16379931,100,10,9
10039256,82,9,9
2178384,,,
13086674,,,
17805259,,,
1879998,97,10,10
15069107,97,10,10
61333,93,9,9
14299009,80,9,7
7697664,,,
10886224,,,
13480234,80,7,7
15258331,92,9,8
14610273,,,
17931489,,,
9531201,93,9,10
17903413,,,
16985878,98,9,10
13381201,,,
6516295,100,10,10
6299485,96,10,9
9530845,,,
16444812,,,
4081570,,,
16944112,100,10,10
10923445,,,
12430772,,,
10143639,,,
2771966,95,10,10
1059961,99,10,10
10103881,100,10,10
10841170,,,
2436131,80,9,9
12934423,98,10,10
10235526,97,10,10
16298603,,,
10858096,98,10,10
3042315,,,
9333713,93,9,9
5958608,,,
7990169,,,
16182094,,,
8055625,90,10,9
1356817,97,10,10
14534438,100,10,10
15969602,100,10,10
13315375,97,10,10
51073,99,10,10
10939669,,,
10972427,,,
17444104,,,
15150306,,,
9350357,100,10,10
10906832,,,
7318727,68,9,8
17613747,,,
17149111,100,10,10
10922682,100,10,10
5057179,,,
7350931,85,10,8
14139226,82,9,10
12454870,93,10,10
15329881,86,9,9
7358222,86,10,9
7399972,95,10,10
13263878,91,9,9
10905337,,,
10808180,,,
6646641,100,10,10
10594703,99,10,10
17000312,93,10,10
13412717,80,9,10
11106417,,,
13789433,94,10,9
11888831,90,10,10
15362175,95,10,10
5318758,90,9,9
15181903,99,10,10
16722017,,,
16394300,93,9,10
15469292,90,10,9
1815437,84,9,8
16986456,95,10,9
10594322,,,
10414061,95,10,10
10889013,,,
6800054,100,10,10
9971487,99,10,10
12932903,100,10,10
16288478,88,7,7
9857359,,,
8104214,100,10,10
15967961,90,9,10
15256802,100,10,10
3663532,92,10,10
9234100,,,
14148904,80,6,8
13622148,100,10,10
17130769,98,10,10
271660,100,10,10
271602,97,10,10
1484030,98,10,10
15309962,100,10,10
7202063,97,10,10
16688361,90,9,8
16393469,90,10,9
1913043,100,10,10
3647017,100,10,10
17179898,,,
16180470,,,
25827,92,9,9
206824,,,
59314,96,10,10
16456692,,,
12543892,94,10,10
6416247,95,9,10
7333736,97,10,10
15042195,82,8,8
10517359,,,
17320618,100,10,10
1598489,98,10,10
10986510,,,
1025032,100,10,10
8627179,95,10,9
13099959,,,
15115190,,,
1483698,100,10,10
9511842,80,9,9
17654670,,,
11494929,88,9,9
17999382,,,
3302909,,,
16017966,99,10,10
10790389,,,
4646355,100,10,8
7857589,100,10,10
10266040,80,10,10
9922119,,,
10282410,,,
16507336,95,10,9
3523033,100,10,10
7759236,80,10,10
11864708,,,
9971053,93,10,9
2614474,96,10,10
10380780,,,
17769308,,,
10724176,,,
1205031,99,10,10
15917855,90,10,9
10789518,100,10,10
13240929,96,10,9
13279870,94,10,7
877124,95,10,10
17867364,100,10,10
13279174,100,10,10
8741445,97,10,10
9512550,,,
15918674,82,9,9
4630076,97,10,9
14773074,100,10,10
17704000,,,
16311341,100,10,10
15380471,,,
15999494,92,10,9
16032247,90,10,9
16121736,100,10,10
7595431,95,10,9
9970079,93,9,9
14716346,100,10,10
17342852,100,10,10
10596414,99,10,10
5333346,96,9,10
14573912,100,10,10
6765283,100,10,10
12345672,100,10,10
11437509,,,
16572734,,,
8507444,100,10,8
9464447,100,10,9
14770921,100,10,10
3780418,96,10,10
7884199,,,
17130200,,,
14375718,93,10,9
16605473,100,9,9
4727042,92,10,9
11437442,,,
12673183,100,10,10
13066385,85,10,9
17801342,,,
4137053,96,10,9
640352,96,10,10
958507,96,10,10
2007101,96,10,9
10061039,90,10,8
1237000,100,10,10
17483093,80,10,8
17704182,,,
138681,98,10,10
15981999,,,
15916432,100,10,10
8592695,100,9,9
5686663,90,9,10
17124710,100,10,10
9116643,100,10,9
13770658,100,10,10
10395518,94,10,10
15916933,100,10,10
17653636,,,
77803,,,
9674590,,,
15312095,100,8,10
8887960,,,
1171918,99,10,10
10788486,,,
11083313,88,9,9
17826359,,,
15883735,70,8,6
6692309,,,
10902353,,,
9771851,,,
2644770,100,10,10
15858137,97,10,10
17111809,,,
7068352,100,10,9
11573941,,,
11016886,,,
3219171,98,10,10
3940024,100,10,8
5184693,96,10,9
15855471,88,9,9
779856,93,10,10
5299327,95,10,9
5807223,90,9,9
8084588,,,
6691920,91,10,9
12917824,100,10,10
16177821,100,10,10
14339856,100,10,10
5904966,,,
11147156,,,
8226229,100,10,10
15554392,,,
806199,99,10,10
7902889,96,10,9
16127418,,,
16274869,100,10,10
12211598,98,10,10
1725833,98,10,10
7903768,80,9,7
13916640,80,9,8
13061396,100,10,10
15642359,100,10,10
2460904,93,10,9
17111456,100,10,10
8149387,99,10,10
5904746,100,10,10
6880336,80,6,6
7903543,100,10,10
16436445,,,
11365069,98,10,10
17242453,100,10,10
1018426,96,10,10
7575510,88,9,9
13342697,,,
17192915,100,10,10
15209750,,,
17239597,100,10,10
12539103,100,10,10
1840346,97,10,10
7826527,91,10,10
1329465,100,10,9
3183280,99,10,10
6181501,92,9,9
17240727,100,10,10
17846929,,,
11023845,,,
8473134,,,
6591087,100,10,10
12325483,100,10,10
16847432,100,10,9
15929914,71,7,7
2496762,91,9,9
7439398,97,9,10
7904844,85,9,9
17438341,,,
10999421,93,10,9
10980403,,,
11458098,80,6,8
16569879,100,10,10
17830427,,,
17528919,95,10,9
10686929,97,9,10
15094108,100,10,10
13191340,100,10,10
14930216,100,10,10
16961807,80,8,6
7393518,90,10,10
11374834,100,10,10
9670867,98,10,9
11064517,80,9,7
17187700,,,
9636006,,,
12275291,100,10,8
9475200,100,10,10
14389328,,,
13980749,100,10,10
15150589,91,9,9
8472666,89,10,9
13800346,100,8,10
8213379,96,10,10
12522344,98,10,10
8712650,100,10,10
15287794,90,10,10
7476075,93,10,9
16966228,,,
16666098,100,10,10
17814353,,,
3199784,93,10,9
8940883,92,10,9
12756507,,,
14390037,97,10,9
17647870,,,
6625407,100,10,10
9333167,,,
16406558,,,
16119837,80,10,7
11758837,90,9,9
381083,99,10,10
17697749,100,10,8
7458945,92,10,10
5570920,,,
16973631,100,10,10
5423473,,,
908913,92,9,9
17891363,,,
14139412,79,9,9
6391263,,,
1738190,,,
1901682,96,10,10
16883902,93,9,10
17990748,,,
11437138,,,
15902142,,,
17449963,,,
12207073,94,10,10
7987618,98,10,10
16844708,100,10,10
8208091,96,10,9
10930079,,,
7358354,68,9,8
8914789,,,
17655638,,,
5457742,,,
16605493,92,10,9
8144647,95,9,10
10700563,,,
9669444,100,10,10
10929043,,,
10961492,,,
9716314,,,
14139488,83,9,9
12796488,100,10,10
16687199,,,
4129398,96,10,10
12009555,,,
5340057,92,9,9
6423969,92,9,9
7030125,97,10,10
3468179,97,10,10
17225268,93,9,9
6767858,80,10,8
13141221,100,10,10
14091480,96,10,10
16188624,,,
7939648,92,9,9
16780250,100,10,10
17241501,,,
1944306,95,10,10
15941939,100,10,10
8159544,,,
4718898,100,10,10
17371769,100,10,10
1442028,90,9,8
12024261,93,9,9
17236197,100,10,10
1179825,,,
1229606,93,10,10
16859858,,,
6567853,100,10,10
8323715,,,
12157566,91,10,9
14762607,100,10,10
14488944,,,
13435029,100,10,10
10436695,89,9,9
14205033,,,
10813523,84,9,9
4309060,80,8,8
16056393,100,10,10
8487785,89,10,7
41423,89,9,9
7091102,94,10,9
10613981,98,10,10
6452357,97,10,10
62519,99,10,10
7601779,88,9,9
2096756,97,10,10
6782479,100,10,10
10930694,,,
5863674,98,10,10
3081324,91,9,9
2538348,100,10,9
15010218,94,9,9
14596029,100,10,10
2586472,93,10,9
2374361,100,10,10
1669240,97,10,10
13219968,100,10,10
1652301,99,10,10
4388398,60,10,4
997356,98,10,10
15734755,100,10,10
10838870,92,10,10
14730790,98,10,10
183859,96,10,9
15074616,99,10,10
10805021,,,
17907264,,,
15380061,,,
10943827,95,10,10
16143017,,,
2197345,94,10,9
16673412,100,10,10
7089833,100,10,10
10587791,91,10,9
4156390,96,10,10
12930014,100,10,10
4549488,97,10,9
10628904,,,
11101987,98,10,10
190722,99,10,10
3712976,97,10,10
14198641,100,10,10
992676,96,10,10
1566146,95,10,10
7759317,98,10,10
17670655,,,
11100497,100,9,10
14835909,,,
15270469,,,
5918090,96,10,9
2778349,97,10,10
15375745,96,10,10
9051457,100,10,10
7561641,100,10,8
482592,95,10,9
13762929,90,9,9
760794,90,10,7
1133372,97,10,9
2432616,,,
11345707,99,10,10
6888607,,,
11572203,100,10,10
7228686,84,9,9
7987834,100,10,10
16587110,100,10,10
5395767,88,8,9
77175,97,10,10
17254515,,,
11816435,96,10,9
12243795,96,10,10
3395051,100,10,10
6326767,87,10,9
2426730,,,
9717685,100,9,10
4511292,100,10,10
7009654,98,10,10
13222086,100,10,10
3309722,97,10,10
3031785,96,10,9
15770878,93,10,10
4588212,100,8,10
935967,,,
17236753,100,10,10
6672905,,,
3281862,92,10,10
3594285,92,9,8
1935521,96,10,10
2424297,100,10,10
9975282,,,
7156551,80,8,8
1618751,96,9,10
3486460,98,10,10
7549488,100,10,10
340429,96,10,8
10990009,,,
1750093,95,10,10
5190694,,,
15774102,100,10,10
13332858,97,10,10
11776348,,,
1454407,96,10,10
4122671,98,10,10
5436115,,,
8417986,99,10,10
15430314,91,10,10
2355859,98,10,10
3416013,99,10,10
8581778,100,10,8
11534020,100,10,10
1539723,100,10,10
5242394,98,10,10
9311493,,,
4324832,95,10,9
14553441,100,10,10
6570087,100,8,10
900485,89,8,6
392543,96,10,10
8273260,,,
14383794,80,7,8
10878099,,,
17300611,100,10,10
17251311,,,
3994686,96,10,10
16700935,96,10,10
1276186,100,10,10
1407244,96,10,10
1260834,93,10,9
6749412,95,10,10
10527707,,,
8386721,95,9,9
6273036,91,9,9
16710475,100,10,10
10861166,,,
1096273,91,10,9
11909624,94,10,10
10648093,100,10,10
9157104,97,10,9
899499,89,10,9
7305114,94,10,10
948066,93,10,10
440058,100,8,9
7386838,91,9,9
3570383,89,9,10
7360699,94,10,10
14988703,100,10,10
7949624,95,9,10
980783,99,10,10
9910056,93,10,9
1340755,94,9,9
9301041,95,10,10
1520929,93,10,9
17514140,,,
10367579,,,
1233002,90,10,9
9440164,100,10,10
516836,96,10,10
13652344,96,10,10
10929646,,,
10963713,,,
11634732,91,9,10
14143133,97,10,10
1855096,99,10,10
15202859,100,10,8
10553331,,,
10946246,,,
10356383,,,
5049541,89,8,8
16256179,88,9,8
3132578,,,
14304773,100,10,10
6473215,90,9,10
839419,100,10,10
10456118,,,
6554831,92,9,9
15176931,93,8,9
13331968,97,10,9
9760253,94,10,9
10792386,100,10,10
12006,93,10,10
3205059,96,10,10
5205626,,,
487019,87,9,8
17685675,,,
2943995,96,10,10
5630741,96,10,9
14576360,100,10,10
879326,74,8,8
699723,97,10,10
7859448,100,10,10
11364988,100,10,10
9464416,,,
10283560,,,
13478765,98,10,9
4713319,92,10,9
12776465,,,
11659435,93,10,10
16587802,,,
3877462,98,10,10
862220,99,10,10
7055126,97,10,10
157476,96,9,9
598271,96,10,10
12093052,100,10,10
273530,98,10,10
13100768,100,10,10
3705206,98,10,10
8365732,,,
16137098,86,8,8
15869244,,,
10839300,95,10,9
2483405,96,10,10
14946094,100,10,10
15591362,100,10,10
11872179,95,10,10
205842,99,10,10
25662,95,9,10
533627,99,10,10
9225,93,9,9
10904518,,,
8151985,,,
4679176,99,10,10
288213,98,10,10
14198253,95,10,10
2483665,96,10,10
16383490,100,10,8
631658,93,10,10
14688907,100,10,10
2508480,96,10,10
10783339,100,10,10
42577,80,8,10
6743606,100,10,10
8184928,98,10,10
17031728,,,
1533378,94,10,9
11421711,95,10,9
9739048,100,10,10
8626432,100,10,10
2770561,95,10,9
3465396,100,10,10
15504145,100,10,10
10854509,,,
2770268,93,9,9
6691495,,,
15803552,95,10,10
17031131,,,
6163821,97,10,10
12311938,97,10,10
15195497,100,10,8
2022751,100,10,10
11607373,100,10,10
17940599,,,
150848,99,10,10
252867,99,10,9
24463,97,10,10
3378522,100,10,10
4583410,,,
2056100,97,10,10
6938507,100,10,10
9887615,,,
9329263,100,,10
14671513,100,10,10
9925725,100,10,10
2072098,89,9,8
17047050,,,
6446590,100,10,10
5774815,,,
10473284,80,8,9
10967937,100,10,10
12515810,95,10,10
13606695,97,10,10
16309474,93,10,9
8935510,,,
12999869,98,10,10
15735313,98,10,10
10455995,97,10,10
7949668,96,10,10
14490262,100,10,10
1759087,95,10,10
6936417,97,10,10
5347124,97,10,10
11048759,95,10,10
4103906,100,10,10
16518454,100,10,10
16406815,87,10,7
1578597,95,10,9
596462,100,10,10
10770929,,,
11962702,,,
13687255,100,10,10
3924524,93,10,10
1412368,93,10,10
2349483,97,10,10
7182761,98,10,10
1022360,99,10,10
10705210,100,10,10
9427046,,,
4773944,98,10,10
7968806,,,
3790877,100,10,10
1906681,95,10,10
7902505,95,10,10
2790637,100,10,10
13128357,98,10,10
17961646,,,
17650333,100,10,10
496226,94,9,9
3594390,100,10,10
862201,96,10,10
8017538,,,
6002282,85,10,9
10966635,,,
10766848,,,
7227902,100,10,10
10901052,100,10,10
14485693,100,10,10
13898253,,,
13129814,98,10,9
10572287,98,10,10
5126203,93,9,9
3363113,,,
13127954,99,10,10
16797018,100,10,10
17289486,90,10,10
5296316,94,9,9
9868476,100,10,10
8964263,,,
10802313,93,9,10
8049455,99,10,10
16192219,,,
17879769,,,
7327920,100,10,10
16207317,80,10,8
14950542,95,9,9
10747952,,,
5128208,100,10,10
10929929,,,
12158734,95,10,9
11241173,98,10,10
12175060,95,10,10
8290464,100,10,10
33577,99,10,10
1393189,96,10,10
10814003,,,
1671260,100,10,10
14303641,100,10,10
8438267,93,10,9
11911651,93,9,9
7899085,100,10,10
7718281,97,9,10
4228444,87,9,9
6473013,94,10,10
6472998,89,10,10
6898966,100,10,10
9110686,,,
3522990,100,10,10
14431644,100,10,10
17435377,90,10,10
8306923,,,
15024335,95,10,10
4092288,97,10,9
4358868,100,10,10
1340875,92,9,9
10553960,,,
17907804,,,
918341,99,10,10
33578,99,10,10
10385405,,,
361230,96,10,10
15615510,95,10,10
987637,98,10,10
3319159,94,10,9
8778716,90,9,9
1323983,98,10,10
947147,95,10,9
62347,100,10,9
8041262,100,10,10
537133,100,10,10
1421774,97,10,10
4567556,,,
1847762,,,
13857866,98,10,10
4060206,,,
5091663,94,9,10
12522,98,10,10
10826060,95,10,9
7093451,95,9,10
45299,93,9,9
9990865,95,10,10
15855837,100,10,10
2551994,97,9,10
10831660,,,
16315109,100,10,10
1290935,100,10,9
10105531,60,8,6
438940,91,9,8
1323660,99,10,10
10928117,100,10,10
4782281,90,9,10
13057808,100,10,10
6543813,98,10,10
12713937,80,8,10
2391772,86,9,8
5083565,99,10,10
9010894,100,10,10
17530579,,,
16149110,98,10,10
6092049,100,10,10
4644790,100,10,10
13126240,99,10,10
1261074,96,10,9
3811916,96,10,10
1588695,100,10,10
8682945,98,10,10
8781245,90,10,9
5454959,100,10,10
1228182,98,10,10
14040985,99,10,10
1309354,100,,
65408,93,9,8
3563061,92,10,9
1144121,95,9,9
5045601,94,10,10
1408281,98,10,10
12041533,100,10,10
8741015,100,10,10
8780965,90,10,10
10943648,,,
10730611,,,
1080408,98,10,10
343045,93,10,10
8125411,96,10,10
15776727,100,10,10
1489857,99,10,10
4356478,100,10,10
16702572,76,6,8
15408863,98,10,10
3520817,97,10,10
9713928,,,
2586885,96,10,9
7479166,100,10,10
9255124,,,
334339,97,10,10
7582741,,,
6731733,100,10,10
1292198,88,9,9
1751985,96,10,10
11533197,,,
438967,96,10,9
364397,92,9,9
11949198,98,10,10
17305688,100,10,10
4880988,93,9,9
13171280,100,10,10
4575056,84,9,9
7764531,,,
14029901,97,10,10
3073038,97,10,10
2177440,100,10,10
114401,96,10,9
8091505,,,
14808818,,,
7517932,97,10,10
1750722,,,
10942138,93,9,9
17826258,90,9,9
10876562,100,10,10
4879296,68,7,7
11942652,100,10,10
6896339,97,10,10
2587269,99,10,10
4225721,,,
2407048,95,9,10
9927290,100,10,10
1070094,94,10,9
12112553,99,10,10
286311,100,10,10
10876505,100,10,10
9090641,100,10,10
8287824,98,10,10
2471457,97,10,9
276009,98,10,10
8943055,100,10,10
16322126,,,
3748756,94,10,9
1948456,90,9,8
816970,93,9,10
5884735,98,10,10
3549398,99,10,10
128230,99,10,10
8590211,100,6,8
6705264,,,
1150867,96,10,10
2105840,93,9,9
16230760,100,10,10
479072,92,10,10
2395993,98,10,10
68454,97,9,9
15567704,100,10,10
