latitude,longitude,host_response_rate,host_identity_verified,price
37.77230928,-122.4212974,100%,t,$265.00 
37.7879173,-122.3932408,100%,f,$399.00 
37.77861469,-122.4069508,100%,t,$65.00 
37.7747648,-122.4107803,100%,t,$72.00 
37.77817483,-122.4119671,100%,t,$350.00 
37.77816159,-122.4129483,100%,f,$295.00 
37.78594121,-122.3923224,94%,t,$249.00 
37.78881274,-122.3907622,100%,t,$199.00 
37.77892595,-122.4039089,100%,f,$399.00 
37.77619541,-122.4092683,43%,t,$145.00 
37.77671485,-122.4103255,100%,f,$325.00 
37.77628708,-122.4155818,100%,t,$425.00 
37.77760755,-122.4038193,100%,t,$399.00 
37.78880245,-122.3921007,N/A,t,$150.00 
37.7785377,-122.4097927,77%,f,$67.00 
37.77659439,-122.4069578,N/A,f,$110.00 
37.77426733,-122.4091341,90%,t,$255.00 
37.7698451,-122.4141799,100%,f,$300.00 
37.78241875,-122.4093953,100%,t,$85.00 
37.77397588,-122.4034854,N/A,t,$99.00 
37.77533689,-122.4142463,N/A,f,$200.00 
37.77717774,-122.4092121,90%,f,$688.00 
37.77660123,-122.3967356,N/A,f,$194.00 
37.77572545,-122.4133594,N/A,t,$163.00 
37.77696284,-122.4107172,100%,t,$388.00 
37.77840248,-122.4087132,100%,t,$295.00 
37.77708543,-122.4150118,N/A,t,$179.00 
37.77754361,-122.4138013,100%,t,$99.00 
37.77392802,-122.4179493,100%,f,$130.00 
37.7768203,-122.3972664,94%,t,$459.00 
37.78094329,-122.3896461,98%,t,$130.00 
37.77289886,-122.4214412,N/A,t,$280.00 
37.77604934,-122.4085121,67%,t,$150.00 
37.78022759,-122.4067972,93%,t,$358.00 
37.77785197,-122.4076427,100%,t,$80.00 
37.779132,-122.4046368,100%,t,$175.00 
37.77912813,-122.4128958,100%,f,$160.00 
37.7765178,-122.4161649,93%,t,$140.00 
37.78732258,-122.3926001,N/A,f,$270.00 
37.7793979,-122.397159,82%,t,$37.00 
37.77296524,-122.4030146,100%,t,$180.00 
37.77172387,-122.4217953,50%,t,$150.00 
37.77682233,-122.4146469,N/A,t,$230.00 
37.77920249,-122.4137914,100%,f,$575.00 
37.78133541,-122.4091806,100%,t,$85.00 
37.77595502,-122.4155877,100%,t,$425.00 
37.77546877,-122.4153006,100%,f,$120.00 
37.77847663,-122.3938292,N/A,t,$70.00 
37.77427027,-122.392892,100%,t,$128.00 
37.77379523,-122.3916832,100%,t,$101.00 
37.77628859,-122.4131847,100%,t,$74.00 
37.7785757,-122.4091892,100%,t,$150.00 
37.779807,-122.4026881,100%,t,$161.00 
37.78651552,-122.3916567,N/A,t,$985.00 
37.78184231,-122.3956442,N/A,t,$225.00 
37.7826108,-122.3898068,89%,f,$299.00 
37.78654202,-122.3937853,90%,t,$175.00 
37.78406147,-122.4051713,75%,t,$100.00 
37.7827077,-122.3898109,N/A,t,$200.00 
37.78130457,-122.4061229,100%,f,$170.00 
37.77145392,-122.4131802,N/A,f,$180.00 
37.77788889,-122.4106716,100%,t,$90.00 
37.77559532,-122.4178197,77%,t,$115.00 
37.77588548,-122.409023,100%,t,$80.00 
37.78813507,-122.3916818,50%,f,$295.00 
37.77605716,-122.4021978,N/A,t,$175.00 
37.77425513,-122.4195083,100%,t,$205.00 
37.77629761,-122.4082431,91%,t,$91.00 
37.7821384,-122.3889293,N/A,f,$165.00 
37.7764505,-122.4114498,N/A,f,$200.00 
37.77133108,-122.4156673,100%,t,$80.00 
37.78972855,-122.3911901,N/A,t,$550.00 
37.78155876,-122.4036926,N/A,t,$87.00 
37.78721954,-122.3924019,N/A,f,$119.00 
37.77926722,-122.3920013,0%,t,"$1,250.00 "
37.78757777,-122.3933096,N/A,f,$500.00 
37.77020407,-122.4095038,100%,t,$440.00 
37.77134183,-122.4136532,N/A,t,$250.00 
37.78653533,-122.391555,78%,t,$252.00 
37.77097703,-122.3998464,N/A,t,$125.00 
37.78220136,-122.4039995,100%,t,$190.00 
37.77885638,-122.4097883,100%,t,$99.00 
37.77896796,-122.4035014,100%,t,$159.00 
37.77190853,-122.4216023,100%,t,$315.00 
37.77262646,-122.4045681,N/A,t,$68.00 
37.77699766,-122.4118894,40%,t,$170.00 
37.77805975,-122.3991435,100%,t,$140.00 
37.77835292,-122.4105729,N/A,t,$65.00 
37.77457001,-122.3959177,90%,t,$150.00 
37.7839352,-122.3960244,N/A,f,$159.00 
37.78096758,-122.3921773,N/A,t,$200.00 
37.77397078,-122.414815,94%,f,$185.00 
37.77668716,-122.409271,100%,t,$333.00 
37.77584099,-122.4104545,33%,t,$120.00 
37.77944945,-122.4038159,100%,t,$269.00 
37.7871693,-122.3929524,71%,t,$295.00 
37.77296985,-122.4040044,N/A,f,"$9,999.00 "
37.77103216,-122.3964883,N/A,f,$650.00 
37.77770782,-122.4135669,100%,f,$100.00 
37.7772664,-122.4111274,100%,t,$193.00 
37.7833093,-122.3884886,N/A,t,$200.00 
37.78110812,-122.4059736,100%,t,$133.00 
37.7864072,-122.3917736,N/A,t,$225.00 
37.78095288,-122.4045676,N/A,f,$118.00 
37.76988939,-122.3906409,60%,t,$124.00 
37.78840343,-122.3928703,100%,f,$299.00 
37.7779365,-122.4123053,100%,t,$99.00 
37.77813496,-122.4104051,N/A,t,$150.00 
37.78650099,-122.3916431,100%,f,$350.00 
37.77492026,-122.4030997,N/A,t,$85.00 
37.78018666,-122.3984884,100%,t,$110.00 
37.77385622,-122.3966322,100%,t,$250.00 
37.7771457,-122.3977029,90%,f,$78.00 
37.78024719,-122.4106533,100%,f,$140.00 
37.776034,-122.4140656,100%,t,$120.00 
37.77673324,-122.4119715,N/A,t,$200.00 
37.77689987,-122.409907,93%,f,$450.00 
37.7755442,-122.4090422,100%,f,$100.00 
37.77232195,-122.418325,N/A,f,$80.00 
37.77434732,-122.389909,N/A,f,$200.00 
37.78669411,-122.3916901,N/A,f,$133.00 
37.78089513,-122.4051116,100%,t,$155.00 
37.77618998,-122.4140652,100%,t,$150.00 
37.78267257,-122.3985566,N/A,t,$450.00 
37.77540808,-122.4114224,100%,f,$450.00 
37.77275742,-122.412983,N/A,t,$200.00 
37.78005856,-122.4069674,100%,f,$89.00 
37.77536108,-122.4012348,100%,f,$89.00 
37.77881884,-122.4088375,N/A,f,$150.00 
37.7742591,-122.4019178,100%,t,$260.00 
37.7712385,-122.4034444,N/A,t,$89.00 
37.77717044,-122.3943248,100%,f,$150.00 
37.77662052,-122.4118986,N/A,t,$90.00 
37.7818625,-122.3897777,100%,t,$149.00 
37.78804625,-122.3910416,N/A,f,"$1,450.00 "
37.7786538,-122.4098733,28%,t,$90.00 
37.77937194,-122.405218,82%,t,$109.00 
37.78492496,-122.3969717,N/A,f,$550.00 
37.77780692,-122.3941265,100%,t,$40.00 
37.77726303,-122.411828,40%,t,$120.00 
37.77768409,-122.4083138,N/A,t,$400.00 
37.77368201,-122.4184797,N/A,f,"$10,000.00 "
37.78779598,-122.3930332,100%,f,$250.00 
37.77457089,-122.3940281,N/A,t,$170.00 
37.77944223,-122.3926463,100%,t,$119.00 
37.77263813,-122.4211116,100%,t,$200.00 
37.77661076,-122.4084633,N/A,f,$150.00 
37.7816214,-122.4071225,N/A,f,$100.00 
37.78448315,-122.3976736,N/A,t,$150.00 
37.7827483,-122.399022,N/A,f,$200.00 
37.77787504,-122.4036294,100%,t,$289.00 
37.77187546,-122.4042736,N/A,t,"$1,000.00 "
37.77667364,-122.4141732,100%,f,$425.00 
37.78054108,-122.4046227,100%,t,$230.00 
37.7746813,-122.394097,100%,t,$215.00 
37.77224602,-122.4142887,100%,f,$100.00 
37.77539749,-122.4100735,N/A,f,$150.00 
37.77248454,-122.4077985,N/A,t,$320.00 
37.77576707,-122.4086661,N/A,f,$250.00 
37.77940073,-122.4119993,N/A,f,$85.00 
37.77247273,-122.3926131,97%,t,$78.00 
37.7805133,-122.3970947,N/A,f,$175.00 
37.78072844,-122.4052319,100%,f,$255.00 
37.77511871,-122.400899,100%,t,"$1,300.00 "
37.7819048,-122.3914957,N/A,t,$179.00 
37.78186218,-122.4085511,N/A,f,$60.00 
37.77313559,-122.410397,100%,t,$128.00 
37.77981221,-122.4102231,N/A,t,"$2,149.00 "
37.78359751,-122.398621,100%,t,$450.00 
37.77548144,-122.4076107,N/A,f,$74.00 
37.78202136,-122.4094605,100%,t,$85.00 
37.77416218,-122.3944295,100%,t,$150.00 
37.78433981,-122.4058586,100%,t,$185.00 
37.7818973,-122.4036828,N/A,t,$130.00 
37.77650011,-122.4039755,100%,f,$299.00 
37.77519305,-122.4184302,N/A,t,$200.00 
37.77863078,-122.4055698,100%,t,$45.00 
37.77729088,-122.412377,N/A,f,$160.00 
37.78308988,-122.3890095,N/A,t,$85.00 
37.77946567,-122.4050752,100%,t,$999.00 
37.77574611,-122.4107455,N/A,t,$120.00 
37.77772074,-122.4041097,100%,t,$159.00 
37.77767886,-122.4157608,100%,t,$119.00 
37.78540218,-122.3907538,100%,t,$199.00 
37.77280584,-122.4044993,97%,f,$499.00 
37.77116329,-122.4219948,100%,t,$140.00 
37.77216216,-122.4206336,N/A,f,$325.00 
37.77409496,-122.4167731,N/A,t,$195.00 
37.78142063,-122.4056476,100%,t,$85.00 
37.77413293,-122.4002213,N/A,t,$250.00 
37.77935073,-122.3962979,100%,t,$250.00 
37.77889816,-122.3913382,N/A,f,"$2,000.00 "
37.7807151,-122.4103443,100%,t,$85.00 
37.77327886,-122.4214041,N/A,f,$149.00 
37.7804654,-122.3892347,75%,t,$345.00 
37.7696651,-122.389846,N/A,f,$80.00 
37.77060912,-122.4179778,N/A,t,$275.00 
37.77108044,-122.4084736,N/A,f,$199.00 
37.78076274,-122.4072985,100%,f,$170.00 
37.77902553,-122.4079581,100%,t,$300.00 
37.78581543,-122.3916443,100%,t,$459.00 
37.78125643,-122.4095875,100%,t,$85.00 
37.77367236,-122.3962331,N/A,t,$95.00 
37.7756069,-122.4083486,100%,t,$200.00 
37.77653214,-122.4102065,N/A,t,$600.00 
37.77885086,-122.4099157,N/A,t,"$1,500.00 "
37.77620468,-122.3995479,100%,t,$339.00 
37.7775639,-122.4116471,100%,f,$105.00 
37.77372821,-122.4009088,100%,t,$59.00 
37.78897299,-122.3895426,N/A,t,$195.00 
37.77426256,-122.4203784,100%,f,$300.00 
37.76885122,-122.3995944,N/A,t,$89.00 
37.77941201,-122.3972185,100%,f,$220.00 
37.77819161,-122.4084513,100%,f,$200.00 
37.77254354,-122.4225466,100%,t,$88.00 
37.77206805,-122.3929169,97%,t,$260.00 
37.78136945,-122.3897703,100%,t,$80.00 
37.78121628,-122.3931002,82%,t,$50.00 
37.78070203,-122.4066773,89%,t,$45.00 
37.77642014,-122.3951609,71%,t,$115.00 
37.78506813,-122.3903426,100%,t,$245.00 
37.77529823,-122.4113671,N/A,f,$160.00 
37.77829286,-122.3941479,100%,t,$275.00 
37.78662396,-122.3896779,N/A,f,$450.00 
37.77998492,-122.4035086,N/A,t,$125.00 
37.77721918,-122.3923846,100%,t,$500.00 
37.77333997,-122.4197343,100%,t,$169.00 
37.78023752,-122.3963829,90%,t,$40.00 
37.77392943,-122.3935722,N/A,f,$388.00 
37.77584622,-122.3957763,N/A,f,$100.00 
37.77351463,-122.4004043,94%,t,$189.00 
37.77667277,-122.3947896,100%,t,$195.00 
37.77776691,-122.403803,100%,t,$175.00 
37.77883129,-122.4121231,N/A,t,$475.00 
37.77482774,-122.387754,100%,t,$220.00 
37.78011062,-122.4024983,N/A,f,$100.00 
37.78049703,-122.3896545,100%,t,$319.00 
37.77349633,-122.4009435,100%,t,$324.00 
37.7764143,-122.4045364,90%,t,$189.00 
37.77550477,-122.4108822,50%,t,$115.00 
37.78662843,-122.3911702,94%,t,$75.00 
37.78406587,-122.4070673,100%,t,$155.00 
37.76930836,-122.3883795,100%,t,$225.00 
37.7783965,-122.3984441,82%,t,$50.00 
37.78829886,-122.3915137,100%,t,$135.00 
37.78205306,-122.4029502,N/A,t,$700.00 
37.77762343,-122.4141861,100%,t,$50.00 
37.77266354,-122.4026481,N/A,t,$220.00 
37.78013391,-122.4034993,N/A,t,$199.00 
37.78918587,-122.3901548,33%,t,$225.00 
37.7769789,-122.4104686,100%,t,$225.00 
37.77941509,-122.4116381,N/A,f,$529.00 
37.77348133,-122.4002579,94%,t,$189.00 
37.77533862,-122.3921774,100%,t,$99.00 
37.77827789,-122.3919789,100%,t,$155.00 
37.77125081,-122.4021252,100%,t,$984.00 
37.77737307,-122.3966106,N/A,f,$88.00 
37.7792179,-122.4140316,100%,f,$220.00 
37.77330573,-122.412615,100%,t,$225.00 
37.77311621,-122.4170064,N/A,f,$250.00 
37.77586933,-122.4034116,100%,t,$100.00 
37.78692633,-122.3933682,100%,t,$299.00 
37.78426472,-122.3889281,N/A,f,$81.00 
37.77553853,-122.4020888,N/A,f,$95.00 
37.77952266,-122.4029287,100%,t,$695.00 
37.77443258,-122.4161015,N/A,t,$125.00 
37.78797486,-122.3922491,N/A,f,$130.00 
37.77840716,-122.4046371,91%,t,$325.00 
37.77955947,-122.405235,N/A,f,$109.00 
37.78266733,-122.3968883,N/A,f,$50.00 
37.77634225,-122.4140733,100%,t,$130.00 
37.78744768,-122.3899196,N/A,f,$200.00 
37.77452699,-122.4133107,100%,t,$85.00 
37.77049721,-122.4210605,80%,f,$100.00 
37.7776658,-122.4117575,0%,f,$150.00 
37.77189298,-122.413331,N/A,t,$300.00 
37.78417694,-122.3966084,N/A,f,"$1,299.00 "
37.77112049,-122.4102438,100%,t,$200.00 
37.7766308,-122.4083961,67%,t,$100.00 
37.77379076,-122.4168689,100%,f,$795.00 
37.77320145,-122.4062453,100%,t,$10.00 
37.77568021,-122.4107634,100%,t,$225.00 
37.78174202,-122.4021881,100%,t,$115.00 
37.78728481,-122.3908554,N/A,t,$145.00 
37.7733574,-122.4170515,25%,f,$288.00 
37.7803379,-122.391903,N/A,f,"$10,000.00 "
37.77621392,-122.3970299,100%,t,$122.00 
37.78479018,-122.3927306,60%,t,$289.00 
37.77622023,-122.390127,N/A,t,$139.00 
37.77075139,-122.3942694,100%,t,$260.00 
37.77534182,-122.3931802,N/A,f,$120.00 
37.77554633,-122.4094799,100%,t,$95.00 
37.7793275,-122.4098055,100%,t,$275.00 
37.78134663,-122.3898748,N/A,t,$90.00 
37.77802587,-122.3930333,78%,t,$169.00 
37.77419918,-122.3961422,N/A,t,$400.00 
37.77941635,-122.4085106,89%,t,$45.00 
37.77527657,-122.4075229,90%,t,$200.00 
37.77678599,-122.4143818,100%,t,$89.00 
37.78471672,-122.3900091,100%,t,$97.00 
37.77987631,-122.4047215,90%,t,$295.00 
37.77789226,-122.4147761,100%,t,$140.00 
37.77683065,-122.4107003,70%,f,$120.00 
37.77333136,-122.3976533,100%,t,$130.00 
37.77696084,-122.4118758,100%,t,$201.00 
37.7783648,-122.412079,N/A,t,$399.00 
37.77842834,-122.3942366,100%,t,$500.00 
37.77089225,-122.3987258,N/A,f,$60.00 
37.78990112,-122.3905088,100%,t,$140.00 
37.77369044,-122.4151378,100%,t,$199.00 
37.7778584,-122.4117759,100%,f,$180.00 
37.78164019,-122.390026,N/A,t,$200.00 
37.77062551,-122.4222927,50%,t,$195.00 
37.77742581,-122.4125025,N/A,t,$100.00 
37.77737163,-122.4107241,N/A,t,$80.00 
37.77893226,-122.4073316,93%,t,$199.00 
37.77719882,-122.4076469,N/A,t,$375.00 
37.77137958,-122.4228445,N/A,t,$85.00 
37.78824688,-122.3920197,100%,f,$250.00 
37.77576471,-122.4154915,100%,t,$170.00 
37.78748012,-122.3908643,N/A,t,$95.00 
37.78188225,-122.4062163,100%,f,$60.00 
37.77507815,-122.417099,0%,t,$800.00 
37.7841902,-122.3898224,91%,f,$350.00 
37.77353328,-122.4038331,82%,t,$60.00 
37.77716127,-122.4093149,N/A,t,$90.00 
37.77252947,-122.4031067,N/A,t,$220.00 
37.77759138,-122.4107083,N/A,t,$150.00 
37.77534362,-122.4175389,90%,t,$200.00 
37.77241159,-122.4209302,100%,t,$120.00 
37.78128197,-122.4034604,100%,t,$975.00 
37.77719287,-122.4087119,100%,t,$220.00 
37.78018909,-122.406009,100%,t,$600.00 
37.77565423,-122.4038344,N/A,t,$150.00 
37.78654519,-122.3902817,100%,t,$135.00 
37.78092025,-122.4053265,78%,t,$69.00 
37.77331523,-122.3925359,100%,f,$150.00 
37.77284289,-122.3968654,N/A,t,$500.00 
37.78067259,-122.4108085,90%,t,$350.00 
37.78011535,-122.3903317,100%,t,$40.00 
37.78064684,-122.4051658,N/A,t,$195.00 
37.77697329,-122.3923484,100%,t,$120.00 
37.78201211,-122.3895166,100%,t,$60.00 
37.77924717,-122.3921009,80%,t,$499.00 
37.77586252,-122.3997244,100%,t,$200.00 
37.77885804,-122.4101408,100%,t,$199.00 
37.78009348,-122.3908134,100%,t,$40.00 
37.77623523,-122.4156493,50%,t,$250.00 
37.77304882,-122.3973812,N/A,f,$150.00 
37.78263985,-122.4093223,100%,t,$150.00 
37.77723543,-122.3923023,100%,t,$200.00 
37.77994994,-122.4078362,N/A,f,$199.00 
37.77696561,-122.4047544,100%,t,$245.00 
37.77739755,-122.4126252,N/A,t,$389.00 
37.7782596,-122.4115697,100%,t,$104.00 
37.78632546,-122.3932554,60%,f,$60.00 
37.78050668,-122.4035411,90%,t,$120.00 
37.78308791,-122.3949326,100%,f,"$2,000.00 "
37.77425663,-122.3961468,N/A,f,$750.00 
37.78145279,-122.4022386,N/A,t,$350.00 
37.77815821,-122.3929219,N/A,t,$250.00 
37.77361361,-122.3964241,100%,t,$210.00 
37.77937312,-122.4021166,100%,t,$80.00 
37.77900478,-122.4061766,N/A,t,$200.00 
37.77628372,-122.4083661,N/A,f,$350.00 
37.77924464,-122.406904,N/A,f,$100.00 
37.77761961,-122.41397,100%,t,$160.00 
37.77516935,-122.4179238,100%,t,$85.00 
37.77564463,-122.40068,100%,f,$75.00 
37.77298113,-122.3965329,100%,t,$129.00 
37.77911996,-122.3988437,N/A,t,$120.00 
37.77807856,-122.4063959,100%,f,$152.00 
37.78196601,-122.3968584,N/A,t,$299.00 
37.77646332,-122.4091116,N/A,t,$100.00 
37.77781164,-122.410281,N/A,t,$215.00 
37.78226408,-122.401885,N/A,f,$135.00 
37.77569065,-122.4024693,100%,f,$235.00 
37.78658506,-122.3897617,78%,t,$185.00 
37.78657414,-122.391671,N/A,t,$215.00 
37.77454012,-122.4197203,85%,t,"$1,200.00 "
37.7717853,-122.4212294,N/A,t,$65.00 
37.77587008,-122.4014042,60%,t,$200.00 
37.78785664,-122.3932542,100%,t,$265.00 
37.78594,-122.3940883,100%,f,$90.00 
37.77963695,-122.4037097,100%,t,$80.00 
37.77193018,-122.417895,100%,t,$250.00 
37.77918378,-122.4060828,80%,t,$149.00 
37.78898574,-122.3893313,100%,t,$365.00 
37.77697955,-122.4138419,N/A,t,$100.00 
37.78177329,-122.410686,100%,f,$169.00 
37.77516811,-122.3930289,100%,t,$600.00 
37.78426912,-122.3892322,N/A,t,$59.00 
37.78289074,-122.3936502,100%,t,$150.00 
37.78196946,-122.3892278,100%,f,$128.00 
37.77862913,-122.4055623,82%,t,$700.00 
37.77701318,-122.4098888,N/A,t,$150.00 
37.77928458,-122.407103,N/A,t,$90.00 
37.77646276,-122.4080515,N/A,t,$89.00 
37.78403824,-122.3900199,N/A,f,$150.00 
37.77912154,-122.4044758,100%,t,$65.00 
37.78209684,-122.3947724,100%,f,$150.00 
37.77596572,-122.4050376,N/A,t,$311.00 
37.7796034,-122.4117566,100%,f,$75.00 
37.78018909,-122.405091,N/A,f,$50.00 
37.77480282,-122.3987685,100%,t,$60.00 
37.7727076,-122.3937593,N/A,t,$100.00 
37.77569307,-122.4124275,100%,t,$150.00 
37.77877327,-122.4122196,100%,t,$95.00 
37.78750619,-122.389894,86%,f,$185.00 
37.77738979,-122.4023717,100%,t,$399.00 
37.77805862,-122.395011,100%,t,$200.00 
37.77630771,-122.3950558,100%,t,$375.00 
37.78490189,-122.3954285,95%,t,$299.00 
37.7820935,-122.3949426,100%,f,$300.00 
37.7728841,-122.3923314,100%,f,$55.00 
37.77431914,-122.4063893,N/A,t,$100.00 
37.77706439,-122.4113894,N/A,f,$200.00 
37.77681134,-122.3971976,100%,t,$180.00 
37.77540369,-122.4062392,N/A,f,$250.00 
37.78836496,-122.3912397,94%,t,$340.00 
37.78129865,-122.3898635,65%,t,$180.00 
37.78827876,-122.3927862,100%,t,$515.00 
37.77533803,-122.4176948,100%,f,$249.00 
37.77978902,-122.4123198,100%,f,$75.00 
37.77308023,-122.3977962,33%,f,$289.00 
37.7891069,-122.391145,90%,t,$165.00 
37.78352303,-122.3890865,N/A,t,$125.00 
37.77616775,-122.3978304,0%,t,$150.00 
37.78678845,-122.3917757,100%,f,$300.00 
37.77321861,-122.3936754,64%,f,$166.00 
37.77394298,-122.4169694,100%,t,$59.00 
37.77415126,-122.4086088,100%,t,$120.00 
37.77803664,-122.3913763,100%,t,$982.00 
37.77403712,-122.3967211,N/A,t,$90.00 
37.78157426,-122.4103451,N/A,t,"$1,000.00 "
37.77769846,-122.3968851,90%,f,$65.00 
37.7751232,-122.402441,N/A,t,$165.00 
37.78304899,-122.3932041,N/A,t,$100.00 
37.77678385,-122.4162431,90%,t,$300.00 
37.77835321,-122.4126981,N/A,t,$129.00 
37.77859763,-122.4059526,100%,f,$450.00 
37.77734658,-122.4028033,N/A,t,$250.00 
37.77395516,-122.4022029,N/A,f,$65.00 
37.76670806,-122.3957149,N/A,t,$500.00 
37.78152152,-122.3905472,N/A,t,$140.00 
37.7676289,-122.39758,N/A,f,$70.00 
37.78649115,-122.3924504,59%,t,$249.00 
37.77218583,-122.4167222,100%,t,$250.00 
37.78316245,-122.3899761,N/A,t,$400.00 
37.78302872,-122.3960074,100%,t,$244.00 
37.77237744,-122.3923111,100%,t,$148.00 
37.77239845,-122.4125715,N/A,t,$239.00 
37.78016645,-122.4078939,100%,t,$150.00 
37.78725786,-122.3943964,100%,f,$189.00 
37.78790479,-122.3927104,100%,t,$190.00 
37.77667226,-122.4085954,100%,f,$80.00 
37.77779748,-122.4158545,100%,f,$175.00 
37.77961188,-122.3919489,100%,t,$322.00 
37.77765535,-122.4043913,100%,t,$315.00 
37.77641188,-122.4133652,100%,t,"$9,996.00 "
37.77821597,-122.4022659,100%,t,$125.00 
37.77773394,-122.4103661,100%,f,$60.00 
37.77225553,-122.4138811,100%,t,$350.00 
37.77486271,-122.4022334,N/A,t,$100.00 
37.77458056,-122.4028965,100%,t,$90.00 
37.77699276,-122.412514,86%,f,$66.00 
37.78159957,-122.4022755,100%,t,$55.00 
37.78095845,-122.3889638,N/A,f,$125.00 
37.78555958,-122.3892173,83%,t,$135.00 
37.77888691,-122.4063812,100%,t,$300.00 
37.78158442,-122.4000491,N/A,t,$175.00 
37.7745452,-122.396205,90%,t,$150.00 
37.77190083,-122.3902064,100%,t,$210.00 
37.77442699,-122.4086931,90%,t,$225.00 
37.77731342,-122.3987558,100%,t,$34.00 
37.77969754,-122.4068922,100%,f,$65.00 
37.78678045,-122.3940108,N/A,t,$150.00 
37.77448961,-122.4200321,0%,t,$75.00 
37.77304144,-122.4127181,100%,t,$125.00 
37.78389289,-122.3905286,100%,t,$199.00 
37.77296901,-122.420903,N/A,t,$115.00 
37.77733473,-122.4107762,N/A,t,$100.00 
37.7794201,-122.4104232,100%,t,$300.00 
37.78052598,-122.4115757,50%,f,$250.00 
37.78858944,-122.3911813,94%,t,$109.00 
37.77485047,-122.390484,100%,t,$149.00 
37.78425478,-122.3924081,100%,t,$215.00 
37.78245932,-122.3996654,N/A,t,$119.00 
37.78448368,-122.39698,N/A,t,$100.00 
37.78242705,-122.4091008,100%,t,$85.00 
37.77083285,-122.3942749,96%,t,$229.00 
37.77789319,-122.3921502,89%,f,$149.00 
37.77718549,-122.3937705,N/A,f,$125.00 
37.77913473,-122.4071388,100%,t,$50.00 
37.77700409,-122.3964387,100%,f,$95.00 
37.78671931,-122.393296,N/A,t,"$1,200.00 "
37.78113035,-122.4081239,100%,f,$225.00 
37.78708052,-122.3928677,N/A,f,"$2,500.00 "
37.78730791,-122.3909172,N/A,t,$499.00 
37.77664319,-122.3984985,N/A,t,$175.00 
37.78098584,-122.4062742,100%,f,$79.00 
37.78821602,-122.3894777,N/A,t,$195.00 
37.77667495,-122.4091337,100%,f,$55.00 
37.771972,-122.4115319,100%,t,$91.00 
37.7718729,-122.4021287,N/A,f,$200.00 
37.7751308,-122.4164635,100%,f,$52.00 
37.77556655,-122.3930171,100%,t,$80.00 
37.77893454,-122.4087961,N/A,t,$160.00 
37.77908157,-122.4088611,N/A,t,$160.00 
37.78129564,-122.4051197,100%,t,$175.00 
37.78675727,-122.3900226,N/A,t,$99.00 
37.78105184,-122.4039839,N/A,t,$70.00 
37.77614897,-122.4078707,100%,f,$100.00 
37.78668302,-122.3923361,100%,f,$200.00 
37.77907454,-122.4012836,90%,t,$250.00 
37.77390369,-122.4120779,100%,t,$89.00 
37.77502293,-122.4005478,N/A,t,$64.00 
37.77856555,-122.4040136,N/A,f,$140.00 
37.7764111,-122.4145976,100%,t,$195.00 
37.77514406,-122.4089682,N/A,t,$200.00 
37.77079269,-122.4215184,100%,t,$207.00 
37.77575705,-122.4098848,100%,t,$75.00 
37.7861495,-122.3935916,90%,t,$390.00 
37.78215607,-122.3900347,100%,t,$125.00 
37.78095285,-122.403351,100%,f,$250.00 
37.78388668,-122.3915819,N/A,f,"$1,500.00 "
37.77629798,-122.4096559,100%,t,$116.00 
37.77124499,-122.4126443,N/A,f,$200.00 
37.77388986,-122.3999993,100%,t,$245.00 
37.78373703,-122.3962963,N/A,f,$300.00 
37.77790834,-122.4046771,100%,f,$379.00 
37.77474871,-122.4082868,100%,t,$190.00 
37.77527294,-122.4116926,N/A,f,$350.00 
37.78306587,-122.3985699,0%,f,$109.00 
37.77850945,-122.4107611,100%,t,$94.00 
37.77315465,-122.3903602,N/A,t,$115.00 
37.78205625,-122.3965488,90%,t,$95.00 
37.78589384,-122.3900965,100%,f,$170.00 
37.7729067,-122.3914107,100%,t,$189.00 
37.77755711,-122.411618,100%,t,$260.00 
37.73556832,-122.4330159,100%,f,$126.00 
37.73796998,-122.4284109,100%,t,$150.00 
37.73538114,-122.4307363,100%,t,$199.00 
37.7420827,-122.4264123,N/A,t,$150.00 
37.74182583,-122.4299312,100%,t,$120.00 
37.73375771,-122.434703,100%,f,$170.00 
37.73507969,-122.4394927,88%,t,$214.00 
37.73476551,-122.4319367,N/A,t,$270.00 
37.74159886,-122.4299231,N/A,f,$350.00 
37.73746422,-122.4287063,100%,t,$200.00 
37.73422738,-122.431293,100%,t,$325.00 
37.7385811,-122.4340929,N/A,t,$100.00 
37.73365785,-122.4334555,100%,t,$130.00 
37.73419642,-122.4326484,100%,t,$495.00 
37.73441144,-122.4359813,71%,t,$144.00 
37.73883604,-122.425608,100%,f,$200.00 
37.73984906,-122.4281852,100%,t,$148.00 
37.74142659,-122.4259754,N/A,t,$600.00 
37.74090003,-122.4307061,100%,t,$225.00 
37.7361977,-122.429024,N/A,f,$98.00 
37.73488813,-122.4386129,100%,t,$111.00 
37.74132238,-122.4297346,100%,t,$140.00 
37.73968314,-122.4260775,N/A,t,$175.00 
37.74050358,-122.4276068,N/A,f,$344.00 
37.73625672,-122.4367697,100%,t,$224.00 
37.7355557,-122.4332216,100%,t,$99.00 
37.74172867,-122.4275205,N/A,t,$350.00 
37.73773412,-122.4258359,N/A,f,$136.00 
37.73639594,-122.4377054,100%,t,$350.00 
37.7388493,-122.4359413,100%,t,$139.00 
37.73533707,-122.4341024,N/A,f,$350.00 
37.74176879,-122.4299927,100%,t,$99.00 
37.74171188,-122.4275107,90%,f,$59.00 
